designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 3412089974640037248",3412089974640037248,74.95501567437766,21.409708373397223,,,,,20.994678,21.329708,19.863611,1.4660969,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293789120559934464",3293789120559934464,68.9719066441347,10.373990502023899,0.5672863367323748,-0.896548449290569,-1.3761935852231646,0.996367,20.004692,20.581213,19.29712,1.2840939,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293984004701216512",3293984004701216512,70.70717832231101,10.46741103336683,0.6533342775723704,6.99546839459406,-4.7144376281473175,0.988608,19.4873,20.268192,18.708681,1.5595112,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3294036815618551552",3294036815618551552,70.54338894799025,10.626718936000419,0.0589828724848006,0.7188365943743883,0.26074354773314884,0.9759393,19.445276,19.913368,18.848677,1.0646915,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3295661240969455744",3295661240969455744,72.67764066082013,11.696875516297572,0.5257640707004287,-0.4050285039383005,-1.7734473806373432,0.9811408,20.185942,20.75087,19.403673,1.3471966,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3295661245265600512",3295661245265600512,72.68137507770342,11.699010548117236,,,,,21.233744,21.665821,20.174887,1.4909344,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3295739031417874944",3295739031417874944,71.86298084139234,11.942334310486126,0.11299652316363731,1.0641912325122616,-0.7118635920685966,1.0132115,20.092276,20.385994,19.358753,1.0272408,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3294367669835652608",3294367669835652608,70.11863679594074,11.697472058477357,0.3484895127942364,1.5727286804656346,0.3299501441078555,0.96427995,15.982074,16.562841,15.237555,1.3252869,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 3293056158622628608",3293056158622628608,70.81437946322059,9.509949408313089,-1.8625940434827506,-0.9578063359494879,-7.652207638591209,10.55858,16.054136,16.524027,14.969125,1.5549021,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 3295296512347071232",3295296512347071232,74.24849492808104,12.26124357466799,0.023445186489041266,0.7454197055456464,0.3278538908871188,1.0252206,19.271547,19.968664,18.512415,1.4562492,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3295296512349969408",3295296512349969408,74.2473858076557,12.260457834317865,,,,,20.976938,20.483776,20.253948,0.22982788,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3291963686444882688",3291963686444882688,75.24143535610484,11.05972452835268,0.45698783123531417,-0.5900901270204572,-0.3397469400684633,1.0342816,19.525415,19.916126,19.001163,0.91496277,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3291967294217441408",3291967294217441408,75.50206637758902,11.111112078243663,0.29324254799058885,1.1356822916804834,2.9400413947072765,0.9778131,19.275734,20.076338,18.343039,1.7332993,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293765000026222464",3293765000026222464,68.61471592904962,10.23382108216365,,,,,20.726606,19.057133,17.366314,1.6908188,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293781733217292800",3293781733217292800,68.44004046665347,10.331240660084621,,,,,21.250082,21.87717,20.019806,1.8573647,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293782794073778304",3293782794073778304,68.55334012163205,10.36765701649786,,,,,20.9339,21.056753,20.331278,0.7254753,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293779946511231616",3293779946511231616,68.61309911515961,10.37298193169875,,,,,20.802849,21.245544,20.18269,1.0628548,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293781763281614720",3293781763281614720,68.41360552435576,10.339538026057783,0.29995366120085576,0.749380386008747,-0.6142124596442498,0.99944085,19.375565,19.949682,18.612623,1.337059,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761289174472064",3293761289174472064,68.80238353139514,10.182055292636703,0.2692787098821322,9.52213607249518,-13.853421556864223,0.94146055,19.73657,20.425285,18.944647,1.4806385,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761319236729728",3293761319236729728,68.81184482305868,10.190463261055028,1.0300178932561868,8.920471042778853,-3.0977037877709925,1.0569459,19.781656,20.102697,19.06569,1.0370083,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761357892677376",3293761357892677376,68.86586649676413,10.165107980216238,0.8725704200884635,5.104864747252384,-1.5079103055262935,1.0431069,15.875954,16.421076,15.168418,1.2526579,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4829.31,4.322,-1.0026,1017.1511,0.3777,0.2972,0.1599
"Gaia DR3 3293761422319450112",3293761422319450112,68.85250001271667,10.186311303579615,0.5947343886064442,0.407773516048865,-0.43530265532333534,1.1101702,20.074587,20.776022,19.117792,1.6582298,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761456675860608",3293761456675860608,68.85910448471039,10.189214219028097,0.4514231368992482,2.382195892848931,-3.268084857083329,1.0031053,18.437004,19.048012,17.661135,1.3868771,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4305.2764,4.9397,-1.6048,994.9938,0.0353,0.0268,0.0144
"Gaia DR3 3293761460971890176",3293761460971890176,68.85926209539417,10.192724985711953,0.6905036700114067,7.607807131952981,-7.984135551841639,0.9869268,16.367147,16.90159,15.667028,1.2345619,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5057.344,4.3995,-0.7365,1253.9829,0.5473,0.4353,0.2353
"Gaia DR3 3293761491035733248",3293761491035733248,68.87759913567724,10.18813016286111,1.1350869919941795,2.743487070165971,10.554002642649394,0.9657268,17.939472,18.89516,16.955738,1.9394226,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3814.259,4.8599,-1.0278,473.0829,0.6516,0.4595,0.2487
"Gaia DR3 3293761491035734528",3293761491035734528,68.89094922147575,10.19371795783077,0.14009822330231764,0.7967482611177482,-0.2547912035493928,1.0133411,18.226858,18.722136,17.592026,1.1301098,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4870.996,4.8673,-2.1276,1476.3861,0.0258,0.0204,0.0111
"Gaia DR3 3293761495330764544",3293761495330764544,68.8836781973662,10.198743941437003,-1.1229647725525511,-0.9183816239593833,-6.075559984638807,1.0728309,20.502375,20.970966,19.336517,1.634449,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761495333029760",3293761495333029760,68.88600874688136,10.194025532133791,1.5390572489012828,-1.4919923465929479,1.4534670112230998,0.99730337,20.458258,20.98951,19.470673,1.518837,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761525397631360",3293761525397631360,68.90051698911701,10.200191692678812,0.38689525831078275,2.0299482338636676,2.6630876570313147,0.981784,19.58229,20.452818,18.583166,1.8696518,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761529690084864",3293761529690084864,68.89166784176938,10.198765230990876,-0.18300020255456376,2.3773960338271483,-2.9922710099178125,1.0618097,19.31101,19.94555,18.627747,1.3178043,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761628474548864",3293761628474548864,68.84113074280256,10.185969760992744,0.38164345927538745,2.3087703819838916,-3.349543823352943,0.9977749,19.096613,19.983452,18.20741,1.776041,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761628474552576",3293761628474552576,68.83794323742663,10.193307530626392,0.10283555898939457,1.416661104412439,0.24805549223926482,1.0218879,18.425852,18.954592,17.77054,1.1840515,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4757.0703,4.9006,-2.1486,1401.4385,0.1626,0.1283,0.0697
"Gaia DR3 3293761697193854336",3293761697193854336,68.82914066464336,10.193481875779883,0.26015252355453056,0.3850630534652035,-0.2830101138962848,1.0026442,16.640627,17.257414,15.877385,1.3800287,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 3293761701489042944",3293761701489042944,68.83183631411175,10.199450319273653,0.6814389212673546,-2.2669961808276873,1.3555702931679534,1.0413202,20.462883,21.119421,19.358448,1.760973,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761701489043584",3293761701489043584,68.82495897557497,10.198647872054211,,,,,21.109747,21.425482,19.949476,1.4760056,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761701490060416",3293761701490060416,68.82782277718866,10.19972570573317,0.3739775364499377,2.5377289998782526,0.6517341228388005,0.95397633,15.55636,15.988035,14.945188,1.0428476,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,6119.427,4.2236,-0.8442,1594.9204,0.8348,0.6968,0.3808
"Gaia DR3 3293761701490061440",3293761701490061440,68.82660064577676,10.193313789958289,1.3512560338137,8.75828489076434,-4.251122641472198,0.951528,16.430529,17.205437,15.562073,1.643364,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4537.2593,4.5444,-0.0185,711.4517,0.89,0.6658,0.3523
"Gaia DR3 3293761735851137408",3293761735851137408,68.83870952119116,10.208894173157306,0.24658268108506054,0.6487750919514095,-0.7294064092654914,1.0173951,19.40015,20.161722,18.627733,1.533989,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761800273266176",3293761800273266176,68.87168841739675,10.224702008997351,0.4543263414914337,0.04202385186409516,-4.2527605507666,1.0035524,16.65439,17.134415,15.994556,1.1398582,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5562.4663,4.6382,-1.0789,1136.0277,0.7106,0.5797,0.3167
"Gaia DR3 3293761804567989888",3293761804567989888,68.87107933065786,10.224764231208624,1.17358017016541,0.21856196052015514,-3.0902770701981432,1.125003,19.326063,19.708162,18.268549,1.4396133,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761838927732608",3293761838927732608,68.84535586601237,10.217896349767031,0.5240058924053727,1.5038636203156972,-2.8759226647603118,1.0056552,19.58071,20.244368,18.68219,1.5621777,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761868992745472",3293761868992745472,68.8652292447495,10.231846178044101,0.17799946912404963,5.527530106324717,-2.0113364224591197,1.0270858,20.136932,21.234121,18.879427,2.3546944,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761903352278784",3293761903352278784,68.76705293538966,10.171231203608073,-0.8976075135155286,-0.3870568329347559,0.47278123100081876,0.9825371,20.24034,20.530836,19.60075,0.93008614,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761903352279680",3293761903352279680,68.78016812367672,10.174462631132748,0.8066097933473676,0.15053575641265482,-1.9316507756318284,0.9860885,19.236776,19.934322,18.478886,1.4554367,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761907648374784",3293761907648374784,68.77072244925552,10.175418814645683,0.31588862465114553,-1.702547728566277,-2.6450897592779916,1.0411154,17.103453,17.55765,16.48233,1.0753193,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5443.7603,4.6917,-1.2807,1340.562,0.4772,0.3904,0.2131
"Gaia DR3 3293761937712019072",3293761937712019072,68.78819736872038,10.18328672012685,,,,,20.514994,21.038675,19.367687,1.6709881,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761972071758464",3293761972071758464,68.76187497305213,10.188976802269668,-0.7463465279575304,0.07072610750420097,-0.017823466911799875,0.9802627,19.462212,19.863394,18.838623,1.0247707,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293761976369240576",3293761976369240576,68.76201877358726,10.178428448258671,0.924103933212033,19.646034784533892,-6.997533757048442,1.0339158,17.67305,18.397814,16.855371,1.5424423,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4464.481,4.7862,-1.0679,833.3705,0.6607,0.4988,0.268
"Gaia DR3 3293762006431496576",3293762006431496576,68.77579593213673,10.187816484590043,1.2933942399304257,2.8635913973439777,5.990871564794977,1.0267988,19.611769,20.9804,18.505125,2.475275,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762006431497600",3293762006431497600,68.77585958589866,10.196617321343595,1.868169631035987,4.817601611445265,1.7385386329637578,1.0676552,20.427532,20.996233,19.31671,1.6795235,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762040791234688",3293762040791234688,68.79834814651453,10.18568572015053,0.300759359822612,0.13571122368316554,-0.779481668404139,0.99195015,20.221027,20.757977,19.497047,1.2609291,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762040791235584",3293762040791235584,68.80033689180624,10.19112103738957,1.6497498376491173,3.900515234840408,1.23099137223497,1.007994,20.326052,21.399227,19.128347,2.2708797,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762040791235712",3293762040791235712,68.79157801666369,10.19359963472016,0.872865931188781,4.921557220450703,-3.52449104930767,1.0309926,20.227983,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762040791235840",3293762040791235840,68.79351811934481,10.194187032436945,0.05619060652353786,0.9566634177605587,0.20441516269916207,1.0005882,18.547716,19.029806,17.914,1.1158066,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4855.3887,4.8873,-2.3035,1689.3385,0.0152,0.0121,0.0066
"Gaia DR3 3293762045087324416",3293762045087324416,68.79138954847222,10.193230974223733,0.47999932712816995,5.38601539352811,-3.880559108509443,1.0185928,19.842024,20.6707,18.335993,2.3347073,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762075150974592",3293762075150974592,68.81590942919894,10.19839206831221,1.7240265472198781,8.015080219176463,-13.87763534397909,1.0382639,18.609594,19.970816,17.434576,2.5362396,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3558.4937,4.6225,-0.8811,467.5866,1.3,0.8642,0.5107
"Gaia DR3 3293762143870451840",3293762143870451840,68.80168945126671,10.204814974718985,0.14018829753935425,4.0072230350980504,-4.120170022853909,1.1020783,20.347523,21.058865,19.238995,1.81987,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762143871707392",3293762143871707392,68.79338167727859,10.213355674816311,,,,,20.957342,21.210127,19.458914,1.7512131,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762148166537472",3293762148166537472,68.80521685544393,10.20804793579096,1.1861918168181007,3.066557421201975,-11.597347251176604,0.98764366,16.108164,16.789597,15.309537,1.4800596,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4718.509,4.4782,-0.0888,816.6334,0.7231,0.5534,0.2935
"Gaia DR3 3293762148166537984",3293762148166537984,68.7965366422841,10.210623865094664,0.428083650285618,-0.4853092823597122,-1.0895075059133972,0.9457087,17.169058,17.576574,16.580553,0.9960213,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5540.295,4.749,-1.8268,1404.9373,0.3614,0.2983,0.1639
"Gaia DR3 3293762178230189568",3293762178230189568,68.75177635783378,10.196865817778589,0.26839206465506854,4.763914115755543,1.094294586112964,1.0135553,18.626719,19.203903,17.880266,1.323637,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4534.4307,4.9873,-2.9331,1068.1364,0.2426,0.1873,0.1023
"Gaia DR3 3293762212589928960",3293762212589928960,68.7633028419732,10.208810679765756,1.321399266928725,19.10570019771662,-17.467367035717825,1.0317149,19.965723,20.817238,18.788815,2.0284233,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762212591114880",3293762212591114880,68.75973973736961,10.201229905633479,,,,,21.130697,20.912222,20.401646,0.51057625,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762246950153600",3293762246950153600,68.73626111394348,10.19572197693606,0.6657717238608649,1.455425052976322,-1.4179467708047502,0.98966664,19.356316,19.857878,18.685991,1.1718864,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762246950157824",3293762246950157824,68.74284664031168,10.204401701054504,-0.37729477908312736,0.25788201407442546,-1.2471288214916065,1.0396539,19.282267,19.894835,18.55424,1.3405952,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762246950159872",3293762246950159872,68.74290384767112,10.207081262558688,1.4256894228546029,-3.531995549373997,-17.408165301733636,1.0017561,18.511837,19.974953,17.334782,2.640171,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3560.868,4.3007,-0.4367,835.8731,1.4323,0.9378,0.5762
"Gaia DR3 3293762246950806912",3293762246950806912,68.73799499312844,10.20273634190447,-0.43860072779116377,9.188734845500202,0.09112575603994812,1.0204821,20.751152,21.586704,19.48313,2.1035748,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762246950824576",3293762246950824576,68.74654851046026,10.197141864204387,0.46439204079630636,0.025311672904662554,-0.008139676835151403,0.97505516,20.093256,20.526617,19.485872,1.0407448,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762251245758080",3293762251245758080,68.74777099782557,10.196863766386489,0.7721580274254667,2.3552810310359393,2.2869474094109954,1.0189632,19.307617,20.145096,18.443388,1.7017078,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762251245973504",3293762251245973504,68.74653564685549,10.199539498154351,-0.9771928315694239,2.597685289216022,-3.218179619104537,0.9560532,20.357674,21.01985,19.636253,1.3835964,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762281309903360",3293762281309903360,68.75231559770273,10.217008799221478,-0.23497280610696625,-0.7860930716587897,2.199598464358281,1.2227125,20.670092,21.097536,19.596659,1.5008774,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762315669143808",3293762315669143808,68.77529413711815,10.207747092579046,0.7883937875022283,8.04598480282869,3.816411547380917,1.0604625,19.747572,20.791166,18.638945,2.1522217,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762350030127872",3293762350030127872,68.78875364250894,10.220329937615054,,,,,21.085663,21.832472,19.576752,2.2557201,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762354326360448",3293762354326360448,68.78393033380101,10.220896806443758,,,,,21.004145,19.901133,18.039183,1.8619499,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762384389120384",3293762384389120384,68.76796543156686,10.221154394776375,3.373985072672516,8.459283938380633,-3.6359586467468032,1.011395,18.025349,19.867006,16.85492,3.0120869,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3366.346,4.6123,-0.7412,260.6017,1.4361,0.9166,0.579
"Gaia DR3 3293762388683274624",3293762388683274624,68.76674946367595,10.221074956754666,1.4375525841514045,-3.45658227804165,5.795058277024481,1.050705,19.2952,20.885391,18.208397,2.6769943,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762388686099328",3293762388686099328,68.76264138918265,10.217936734492145,,,,,20.480259,18.866003,17.127184,1.7388191,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762453108097024",3293762453108097024,68.8147123876166,10.204815559767455,1.851038176949137,4.6039038589161825,-2.6358172028061344,0.99552524,19.675428,20.783281,18.56176,2.2215214,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762453108098176",3293762453108098176,68.81814707641122,10.211876662864404,1.0477098657443977,6.20984249065571,-4.239255529753586,0.9640177,19.748669,20.728378,18.746134,1.9822445,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762521827577344",3293762521827577344,68.80781937360054,10.217435626683056,-1.0427109506142562,-2.0683955864889074,-2.0864687321434787,0.9853966,20.634647,21.102787,19.529652,1.5731354,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762556187316608",3293762556187316608,68.81480252214794,10.225758528302377,1.2545222483328526,0.20775522711270156,-4.864415199908782,1.0428011,19.171284,20.542278,18.042355,2.4999237,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762556187316736",3293762556187316736,68.81138102585254,10.225567017046014,1.0577897912090384,5.584105945190734,6.5467846735436455,1.1383543,19.386755,20.587091,18.289875,2.2972164,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762556188603648",3293762556188603648,68.80914209137136,10.228707588108792,,,,,21.107386,22.28376,19.820719,2.4630413,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762624906670208",3293762624906670208,68.8533346718163,10.237693198023214,3.660817505039179,6.7112535594172495,-31.63801736652422,1.1746453,9.721161,10.109133,9.153743,0.95539,5.312585,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 3293762624906992000",3293762624906992000,68.85025405445337,10.243090461876555,7.214884765330226,18.815770565706313,5.978507111771718,0.9932048,19.581615,21.122967,18.225628,2.8973389,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762624906992896",3293762624906992896,68.8589274318153,10.236221091446957,0.07255373908797597,2.493753772138178,-0.5942184970215061,1.9638871,18.161985,18.49694,17.361206,1.1357346,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 3293762629204325120",3293762629204325120,68.8519078215801,10.238118255990452,,,,,20.860428,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762659266532736",3293762659266532736,68.82129346353618,10.23642596078304,1.647635807102338,9.044533983424913,-6.691168060223051,1.0399946,19.793936,21.131468,18.523268,2.6082,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762659266533888",3293762659266533888,68.82907992797419,10.245398074735489,1.3887451933418893,1.2875788113723874,-2.210479087836481,1.056506,19.539509,20.778267,18.407736,2.370531,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762659271216512",3293762659271216512,68.82824068919622,10.244107220827162,0.8069092394833794,0.0483353296546543,1.1591438677029762,0.9573419,19.473774,20.642334,18.388159,2.2541752,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762693626272768",3293762693626272768,68.8339176530145,10.249243756570442,1.5233899368582076,0.9344625969026334,-4.260126786865694,0.97299284,20.127089,21.072397,18.989779,2.0826187,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762697920907648",3293762697920907648,68.83656756746608,10.250063489641985,0.932475127657979,5.585745708803657,0.8042922710112244,1.3055339,16.689438,17.223875,15.828668,1.3952074,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4956.4,4.7898,-1.6567,656.7755,0.7339,0.5771,0.3151
"Gaia DR3 3293762697922347008",3293762697922347008,68.83643257699282,10.24981589694451,2.0035991265393336,4.752293306036018,1.0712083060525317,0.9921373,,,15.88184,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762697923860736",3293762697923860736,68.8365516452348,10.242889752066041,0.004288706841276315,3.9726360639471205,-5.342201645510445,1.1017282,20.62973,21.421003,19.544374,1.8766289,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762727986008192",3293762727986008192,68.79526686431278,10.222796914760586,-0.13447259425358055,1.1453669078329796,-0.039053212728555095,0.9658744,20.11561,20.588884,19.467999,1.1208858,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762732280652160",3293762732280652160,68.8012962094712,10.226666151105267,0.8379833832062771,4.816405437640067,-4.920769987375349,1.0338182,19.335766,20.414385,18.223825,2.1905594,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762732282088320",3293762732282088320,68.79220102547787,10.232283275696432,0.2672669251131817,3.618602786800916,0.6908943087008379,0.9648626,16.61623,17.08236,15.972045,1.1103144,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5683.661,4.6117,-1.2196,1188.5109,0.72,0.5909,0.3238
"Gaia DR3 3293762732282088448",3293762732282088448,68.79808831204859,10.227798940369976,0.7722482581383503,2.5706864030550918,-1.2935381026984303,1.0279629,19.64891,20.372595,18.870207,1.502388,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762762345748224",3293762762345748224,68.81344367608565,10.238315372005612,0.44538372479689137,1.6690751404803077,-1.5654500451508833,1.0078306,20.56018,20.91219,19.601706,1.3104839,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762762345748608",3293762762345748608,68.80608305826657,10.244046904864476,1.2851270730538495,1.7305022278165414,-2.5200422142687606,1.0796199,20.574903,20.996002,19.5109,1.4851017,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762831065225984",3293762831065225984,68.80516284572595,10.24693409349787,-0.743351141982879,-1.4009348689144976,-0.5955077564643384,1.0278907,20.429989,21.126577,19.472235,1.6543427,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 3293762831065226112",3293762831065226112,68.79783829984113,10.248778219240007,0.059540062181193176,2.2117968080629584,-1.268711017827959,1.0352334,17.708252,18.21079,17.03505,1.1757412,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4803.9546,4.863,-1.8019,1086.3552,0.1751,0.1385,0.0753
"Gaia DR3 3293762831065226368",3293762831065226368,68.799969694954,10.249750478883836,0.7119397775331351,-4.558500832734241,2.0388691096543488,0.9999468,20.099146,21.074934,18.922995,2.1519394,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
