time,flux,flux_err
131.51202951205778,1.0000708253556658,0.00021272173064107273
131.53246402300283,1.0,0.00021259549614290375
131.55289843383798,0.9995826643399517,0.00021258817320010944
131.5733327446651,0.9951597263902388,0.00021210394200324217
131.59376715550025,0.9910559981145436,0.00021218869244018335
131.61420166621974,0.9895415165648577,0.0002117509689630018
131.63463597705413,0.9901776737857226,0.00021197220503337976
131.65507038764918,0.9957647548317884,0.00021234733540070847
131.67550489836867,0.9999589109920167,0.00021274344242903603
131.69593930908013,1.0000213694267142,0.0002130122980326477
131.7163736196817,1.0000628512550414,0.00021272445355498482
131.7368080301676,1.000536435461778,0.00021285990752321665
131.7572425407634,0.9998006043933813,0.00021245389087077665
131.77767685124854,1.0003710580969505,0.00021273298895796745
131.79811126173445,1.0003000361787537,0.00021252656647055437
131.81854577221384,1.0005578834525608,0.00021263169578234688
131.83898008258257,1.0000641082801422,0.00021255384139873702
131.85941449295206,0.9998450716563231,0.00021269980638008
131.87984890331427,1.0004106543876266,0.00021289086514212437
131.90028331356734,0.999906115937782,0.00021253168771234396
131.92071772382042,1.000009506252325,0.0002128356056005673
131.94115213406621,0.9995395359927532,0.0002125270843489376
131.9615865443193,1.000289979977947,0.0002128074291803843
131.98202095445595,0.9998413005810206,0.0002128691909727528
132.00245536458533,1.0001418867082559,0.00021242945468336128
132.02288967472123,0.9998003687011748,0.00021279231480386676
132.04332418474223,1.000382292758789,0.00021279555633893206
132.0637585947552,1.0000674079710319,0.00021271632094630027
132.08419290477468,0.9999616607344247,0.0002127777950284559
132.10462731479493,0.999895824044769,0.0002126312546266871
132.12506182469224,0.9999343204384817,0.00021279166266071752
132.1454961345953,0.9999963860528351,0.00021270613600476375
132.16593054438272,1.0000168127107236,0.00021250869007599307
132.18636505428003,1.0001603492644242,0.00021266286438874406
132.20679946406744,1.0001466791164528,0.00021287949099837452
132.22723377373768,0.9996943857723614,0.0002127246645424743
132.2476681835251,1.0003309118577928,0.00021254628421047824
132.26810269318958,0.9999836586736892,0.00021280940479051285
132.2885370028598,0.9999842086221709,0.00021277008439475026
132.30897141240712,1.0001388227095727,0.00021278468089288457
132.32940592196246,1.000287230235539,0.00021283173110303363
132.34984023151628,0.9999956004121471,0.00021295103493798153
132.37027464107086,1.0000320541400711,0.00021298197337620836
132.39070905050175,1.0000507523884459,0.00021271329039872444
132.41114345993992,0.9999575754028471,0.0002128253055749456
132.4315778693708,1.0001227170754683,0.0002126350332208165
132.45201227869256,1.0000833564769986,0.00021285582203819353
132.47244678801508,1.000129944969798,0.00021288562881624965
132.49288109733607,0.9998596845731201,0.0002127470292163568
132.51331550653413,1.0005128662411376,0.0002126207627942568
132.5337498157387,0.9999830301611389,0.00021287784145982057
132.55418432493752,0.9998536351398224,0.00021263292334592192
132.57461873402644,0.99996393909242,0.00021275554543865856
132.5950530431146,1.0001148606685881,0.0002126391378865205
132.61548755220429,1.0000597872563581,0.00021280334369536114
132.63592196128593,1.0002514835842342,0.00021300009911962088
132.65635637025844,1.0000767570952191,0.0002129041957153219
132.67679067923018,0.9999301565428352,0.0002128742546724998
132.69722518807976,0.9999787877014236,0.00021296075954317742
132.71765959705226,1.0002570616331192,0.00021271534273157642
132.73809390579117,1.000276545522182,0.00021288940741037902
132.75852841464075,1.000070550533784,0.00021273694017822454
132.77896282338043,0.9998300659191819,0.00021281999252634746
132.79939713211934,1.0000941983184932,0.00021271900624162066
132.81983154085174,1.0001943675062155,0.00021280566455774517
132.84026604947576,1.0003023931008177,0.00021270345070944336
132.86070035809826,0.9999014020936539,0.00021259488805577695
132.88113476671424,0.9999409983843299,0.0002123971927781551
132.90156927522185,0.9998734332851604,0.00021269205738501265
